billNum,lcoNum,sessYear,sessNum,typeCode,billTitle,stmtPurp,emergencyCert,raised,proposed,subBill,nomination,numPages,houseCalNum,senateCalNum,filedDate,readIntoFloor,petitionNum,pasaNum,pasaType,senateAmd,houseAmd
HB05025,499,2020,157,PB    ,AN ACT ESTABLISHING A PERSONAL INCOME TAX CREDIT FOR LONG-TERM CARE INSURANCE PREMIUM PAYMENTS.,To establish a credit against the personal income tax for long-term care insurance premium payments.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-06 00:00:00,2020-02-07 00:00:00,,0, ,,
HB05026,218,2020,157,PB    ,AN ACT EXEMPTING TREE REMOVAL SERVICES FROM THE SALES TAX.,To exempt from the sales tax tree services required to remove dead or dying trees.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-06 00:00:00,2020-02-07 00:00:00,,0, ,,
HB05027,495,2020,157,PB    ,AN ACT ESTABLISHING A CREDIT AGAINST THE PERSONAL INCOME TAX FOR CERTAIN FIRST-TIME HOMEBUYERS.,To establish a credit against the personal income tax for certain first-time homebuyers.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-06 00:00:00,2020-02-07 00:00:00,,0, ,,
HB05028,491,2020,157,PB    ,AN ACT INCREASING THE PROPERTY TAX CREDIT.,To increase the property tax credit to one thousand dollars for taxes paid on a primary residence or motor vehicle.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-06 00:00:00,2020-02-07 00:00:00,,0, ,,
HB05029,2130,2020,157,CB    ,AN ACT ESTABLISHING A TAX CREDIT FOR GRADUATES OF INSTITUTIONS OF HIGHER EDUCATION AND PRIVATE OCCUPATIONAL SCHOOLS IN THE STATE.,"To establish a personal income tax credit for in-state graduates with a bachelor's degree, associate degree or an advanced manufacturing certificate.",FALSE,FALSE,FALSE,FALSE,FALSE,3,,,2020-02-26 00:00:00,2020-02-27 00:00:00,,0, ,,
HB05030,210,2020,157,PB    ,AN ACT EXEMPTING VETERANS FROM THE PASSPORT TO THE PARKS MOTOR VEHICLE REGISTRATION PROGRAM FEE.,To allow veterans to not have to pay the motor vehicle registration fee associated with the Passport to the Parks program.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-06 00:00:00,2020-02-07 00:00:00,,0, ,,
HB05031,396,2020,157,PB    ,AN ACT EXEMPTING SENIOR CITIZENS FROM THE PASSPORT TO THE PARKS MOTOR VEHICLE REGISTRATION FEE.,To exempt senior citizens from paying the Passport to the Parks program motor vehicle registration fee.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05032,529,2020,157,PB    ,AN ACT AUTHORIZING BONDS OF THE STATE FOR THE RENOVATION OF THE THOMASTON OPERA HOUSE.,To provide a grant of funds to the town of Thomaston for the renovation of the Thomaston Opera House.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05033,326,2020,157,PB    ,AN ACT ESTABLISHING A TAX CREDIT FOR BUSINESSES THAT HIRE RECENT HIGH SCHOOL OR COLLEGE GRADUATES.,To establish a tax credit for businesses that hire recent high school or college graduates.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05034,465,2020,157,PB    ,AN ACT ELIMINATING THE ESTATE TAX.,To eliminate the estate tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05035,794,2020,157,PB    ,AN ACT ELIMINATING THE PERSONAL INCOME TAX ON PENSION INCOME OF TAXPAYERS SIXTY-SEVEN YEARS OF AGE OR OLDER.,To eliminate personal income tax on the pension income of any taxpayer who is sixty-seven years of age or older.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05036,65,2020,157,PB    ,AN ACT AUTHORIZING BONDS OF THE STATE FOR DRAINAGE IMPROVEMENTS TO FOREST ROAD IN NEW HAVEN.,To provide funding to the city of New Haven to reduce flooding on Forest Road.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05037,329,2020,157,PB    ,AN ACT ELIMINATING THE ESTATE TAX.,To eliminate the estate tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05038,64,2020,157,PB    ,AN ACT AUTHORIZING BONDS OF THE STATE FOR SAFETY IMPROVEMENT ON WHALLEY AVENUE IN NEW HAVEN.,To provide funds to the city of New Haven to improve safety for pedestrians and motorists on Whalley Avenue.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05039,328,2020,157,PB    ,AN ACT REPEALING COMBINED REPORTING FOR BUSINESSES' CORPORATE TAX LIABILITY.,To repeal combined reporting for businesses' corporate tax liability.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05040,612,2020,157,PB    ,AN ACT ESTABLISHING AN EXCISE TAX ON AMMUNITION.,To establish an excise tax on ammunition to increase funding for gun violence prevention and reduction efforts.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05041,327,2020,157,PB    ,AN ACT ESTABLISHING AN INCOME TAX DEDUCTION FOR ABLE ACCOUNT DEPOSITS.,To establish a deduction under the personal income tax for deposits made by a taxpayer to an achieving a better life experience account.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05042,62,2020,157,PB    ,AN ACT AUTHORIZING BONDS OF THE STATE FOR SAFETY IMPROVEMENTS ON ELLA GRASSO BOULEVARD IN NEW HAVEN.,To provide funding to the city of New Haven to improve safety for pedestrians and motorists on Ella Grasso Boulevard.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05043,739,2020,157,RB    ,AN ACT REQUIRING HEALTH INSURANCE COVERAGE FOR CERTAIN IMMUNIZATION CONSULTATIONS.,To require health insurance coverage for at least a twenty-minute consultation between a health care provider and a covered individual concerning the immunizations that are recommended for such individual by the Advisory Committee on Immunization Practices of the Centers for Disease Control and Prevention.,FALSE,TRUE,FALSE,FALSE,FALSE,2,34,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05044,698,2020,157,RB    ,AN ACT CONCERNING IMMUNIZATIONS.,To protect the public health by ensuring adequate and appropriate immunizations of children.,FALSE,TRUE,FALSE,TRUE,FALSE,17,35,,2020-02-07 00:00:00,2020-02-10 00:00:00,,0, ,,
HB05045,1093,2020,157,PB    ,AN ACT INCREASING FUNDING TO THE DEPARTMENT OF EMERGENCY SERVICES AND PUBLIC PROTECTION FOR POLICE TRAINING STAFF.,"To increase the appropriation to the Department of Emergency Services and Public Protection for the purpose of hiring additional staff to conduct police training courses, expand opportunities for municipal police officer trainees and reduce costs to municipalities for such training.",FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05046,807,2020,157,RB    ,AN ACT CONCERNING BANKING ISSUES.,To require the Department of Banking to study banking issues.,FALSE,TRUE,FALSE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05047,447,2020,157,RB    ,AN ACT CONCERNING THE PRESUMPTION OF OWNERSHIP IN JOINT BANK ACCOUNTS.,To protect the interests of elderly or deceased depositors and their heirs from inappropriate use of joint accounts.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05048,965,2020,157,RB    ,AN ACT PRESERVING THE INTERESTS OF PRIOR TITLE HOLDERS.,To protect the interests of prior title holders by requiring the state of Connecticut to record certain liens against real property on the land records of the municipality or municipalities in which the real property is situated.,FALSE,TRUE,FALSE,FALSE,FALSE,4,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05049,693,2020,157,RB    ,AN ACT IMPLEMENTING THE RECOMMENDATIONS OF THE DEPARTMENT OF BANKING.,To implement the recommendations of the Department of Banking.,FALSE,TRUE,FALSE,FALSE,FALSE,29,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05050,714,2020,157,RB    ,AN ACT CONCERNING THE DURATION AND RELEASE OF ESTATE AND PROBATE FEE LIENS AND THE REPEAL OF CHAPTER 216 OF THE GENERAL STATUTES.,To clarify statutory provisions relating to the duration and release of estate and probate fee liens and to repeal statutory provisions relating to the succession tax which is no longer imposed in the state.,FALSE,TRUE,FALSE,FALSE,FALSE,33,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05051,1088,2020,157,RB    ,AN ACT CONCERNING THE PENALTY FOR COMMERCIAL VEHICLES ON STATE PARKWAYS.,To promote public safety and compliance with the ban of certain motor vehicles on parkways in this state.,FALSE,TRUE,FALSE,FALSE,FALSE,4,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05052,1081,2020,157,RB    ,AN ACT CONCERNING THE THEFT OF WASTE VEGETABLE OIL OR ANIMAL FATS.,To establish the theft of waste vegetable oil or animal fats as larceny in the fourth degree.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05053,725,2020,157,RB    ,AN ACT CONCERNING THE REDUCTION OF ECONOMIC DAMAGES IN A PERSONAL INJURY OR WRONGFUL DEATH ACTION FOR COLLATERAL SOURCE PAYMENTS MADE ON BEHALF OF A CLAIMANT.,To permit a post-verdict collateral source reduction in damages in certain personal injury or wrongful death matters involving a right of subrogation.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05054,924,2020,157,RB    ,"AN ACT CONCERNING LIABILITY OF A POLITICAL SUBDIVISION AND ITS EMPLOYEES, OFFICERS AND AGENTS.","To clarify the meaning of ""all the relevant circumstances"" as used in subdivision (8) of subsection (b) of section 52-557n of the general statutes.",FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05055,925,2020,157,RB    ,AN ACT CONCERNING A PROPERTY OWNER'S LIABILITY FOR THE EXPENSES OF REMOVING A FALLEN TREE OR LIMB.,To impose liability on certain owners of real property for the expenses of removing a tree or limb that falls on an adjoining owner's private real property.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05056,1162,2020,157,RB    ,AN ACT CONCERNING THE UNLAWFUL DISSEMINATION OF INTIMATE IMAGES.,To elevate the penalty for dissemination of intimate images in the case of dissemination to multiple persons by certain electronic means.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05057,1017,2020,157,PB    ,AN ACT ELIMINATING THE STATE'S AUTHORITY TO IMPOSE A LIEN AGAINST THE PROCEEDS OF A CAUSE OF ACTION OF PERSONS WHO WERE INCARCERATED.,To repeal the provisions authorizing the state to impose a lien against the proceeds of a cause of action of persons who were incarcerated.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05058,466,2020,157,PB    ,AN ACT INCREASING THE QUALIFYING INCOME THRESHOLDS FOR THE PENSION AND ANNUITY INCOME DEDUCTION FROM THE PERSONAL INCOME TAX.,To increase the qualifying income thresholds for the pension and annuity income tax deduction by twenty-five thousand dollars.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05059,413,2020,157,PB    ,AN ACT ESTABLISHING A TAX CREDIT FOR BUSINESSES THAT EMPLOY INDIVIDUALS WITH INTELLECTUAL OR DEVELOPMENTAL DISABILITIES.,To establish a tax credit for businesses that employ individuals with intellectual or developmental disabilities.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05060,762,2020,157,PB    ,AN ACT PHASING OUT THE PERSONAL INCOME TAX ON CERTAIN INDIVIDUAL RETIREMENT ACCOUNT INCOME.,To phase out the personal income tax on certain individual retirement account income.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05061,990,2020,157,PB    ,AN ACT INCREASING THE CAP ON RESEARCH AND DEVELOPMENT CREDITS.,To increase the cap on research and development credits that a taxpayer may take for an income year.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05062,939,2020,157,PB    ,AN ACT REDUCING THE RATES OF THE ROOM OCCUPANCY TAX.,To reduce the rates of the room occupancy tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05063,850,2020,157,PB    ,AN ACT ELIMINATING CERTAIN BUSINESS FILING FEE INCREASES.,To eliminate the business filing fee increases enacted by public act 19-117.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05064,940,2020,157,PB    ,AN ACT REDUCING THE RATE OF THE ROOM OCCUPANCY TAX FOR PRIVATE HOME RENTALS.,To reduce the rate of the room occupancy tax for private home rentals.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05065,1080,2020,157,PB    ,AN ACT EXEMPTING CERTAIN CHILDREN'S CLOTHING FROM THE SALES AND USE TAXES.,To exempt articles of children's clothing for children under ten years of age from the sales and use taxes.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05066,1083,2020,157,PB    ,AN ACT CONCERNING THE SALES AND USE TAXES ON MEALS.,"To delete the term ""grocery store"" from the sales and use taxes on the sale and acceptance or receipt in this state of meals.",FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05067,663,2020,157,PB    ,AN ACT AUTHORIZING BONDS OF THE STATE FOR FACILITY RENOVATIONS OR PURCHASE OR CONSTRUCTION OF A NEW BUILDING FOR JUNTA FOR PROGRESSIVE ACTION IN NEW HAVEN.,"To provide funding for facility renovations, or purchase or construction of a new building, for Junta for Progressive Action in New Haven.",FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05068,938,2020,157,PB    ,AN ACT EXEMPTING HEALTH AND ATHLETIC CLUB SERVICES FROM THE SALES TAX.,To exempt health and athletic club services from the sales tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05069,937,2020,157,PB    ,AN ACT ELIMINATING THE GIFT TAX.,To eliminate the gift tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05070,914,2020,157,PB    ,AN ACT INCREASING THE AMOUNT OF THE AFFECTED BUSINESS ENTITY TAX CREDIT FOR CERTAIN INCOME.,"To increase, for the first one million dollars of income subject to the affected business entity tax, the amount of the credit against such tax to ninety-three and one-hundredths per cent.",FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05071,662,2020,157,PB    ,AN ACT AUTHORIZING BONDS OF THE STATE FOR THE CONSTRUCTION OF A SKATE PARK AT CRISCUOLO PARK IN NEW HAVEN.,To provide a grant of funds to the city of New Haven to construct a skate park at Criscuolo Park.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05072,665,2020,157,PB    ,AN ACT AUTHORIZING BONDS OF THE STATE FOR RENOVATIONS TO THE BARBELL CLUB IN NEW HAVEN.,To authorize bonds of the state for renovations to the Barbell Club building in New Haven to serve as a community and youth center.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05073,1063,2020,157,PB    ,AN ACT INCREASING THE AMOUNT OF THE EARNED INCOME TAX CREDIT.,To increase the amount of the state earned income tax credit from twenty-three per cent to thirty per cent of the federal earned income tax credit.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05074,744,2020,157,PB    ,AN ACT INCREASING THE AMOUNT OF THE AFFECTED BUSINESS ENTITY TAX CREDIT.,To increase the amount of the affected business entity tax credit to ninety-three and one-hundredths per cent.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05075,1106,2020,157,PB    ,AN ACT RESTRUCTURING CERTAIN TAXES.,To restructure certain taxes to aid working families.,FALSE,FALSE,TRUE,FALSE,FALSE,2,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05076,890,2020,157,PB    ,AN ACT ELIMINATING THE STATE ADMISSIONS TAX.,To eliminate the state admissions tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05077,887,2020,157,PB    ,AN ACT INCREASING THE AMOUNT OF THE AFFECTED BUSINESS ENTITY TAX CREDIT.,To increase the amount of the affected business entity tax credit to ninety-three and one-hundredths per cent.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05078,832,2020,157,PB    ,AN ACT EXEMPTING INDIVIDUAL RETIREMENT ACCOUNT INCOME FROM THE PERSONAL INCOME TAX.,To exempt income from individual retirement accounts from the personal income tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05079,1072,2020,157,PB    ,AN ACT AUTHORIZING BONDS OF THE STATE FOR A DEMOLITION PROJECT IN ANSONIA.,To authorize bonds of the state for a demolition project in Ansonia.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05080,993,2020,157,PB    ,AN ACT ELIMINATING STATE FUNDING FOR THE XL CENTER.,To eliminate any current state funding for the XL Center.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05081,894,2020,157,PB    ,AN ACT EXEMPTING ESCAPE ROOMS FROM THE ADMISSIONS TAX.,To exempt escape room venues from the admissions tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
HB05082,688,2020,157,PB    ,AN ACT CONCERNING ELIMINATING STATE RECOVERY OF PUBLIC ASSISTANCE EXCEPT AS REQUIRED UNDER FEDERAL LAW.,To end the cycle of poverty by eliminating recovery of past public assistance payments from beneficiaries except as required under federal law.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-10 00:00:00,2020-02-11 00:00:00,,0, ,,
